#38  ENSEMBL_ID             Ensembl Gene ID
GENE_RGD_ID	SYMBOL	NAME	GENE_DESC	CHROMOSOME_CELERA	CHROMOSOME_3.1	CHROMOSOME_3.4	FISH_BAND	START_POS_CELERA	STOP_POS_CELERA	STRAND_CELERA	START_POS_3.1	STOP_POS_3.1	STRAND_3.1	START_POS_3.4	STOP_POS_3.4	STRAND_3.4	CURATED_REF_RGD_ID	CURATED_REF_PUBMED_ID	UNCURATED_PUBMED_ID	NCBI_GENE_ID	UNIPROT_ID	(UNUSED)	GENBANK_NUCLEOTIDE	TIGR_ID	GENBANK_PROTEIN	UNIGENE_ID	SSLP_RGD_ID	SSLP_SYMBOL	OLD_SYMBOL	OLD_NAME	QTL_RGD_ID	QTL_SYMBOL	NOMENCLATURE_STATUS	SPLICE_RGD_ID	SPLICE_SYMBOL	GENE_TYPE	ENSEMBL_ID	GENE_REFSEQ_STATUS	CHROMOSOME_5.0	START_POS_5.0	STOP_POS_5.0	STRAND_5.0	CHROMOSOME_6.0	START_POS_6.0	STOP_POS_6.0	STRAND_6.0
1307725	Adamts20	ADAM metallopeptidase with thrombospondin type 1 motif, 20	ENCODES a protein that exhibits endopeptidase activity (ortholog); metalloendopeptidase activity (ortholog); INVOLVED IN extracellular matrix organization (ortholog); negative regulation of apoptotic process (ortholog); positive regulation of melanocyte differentiation (ortholog); ASSOCIATED WITH Melanoma (ortholog); FOUND IN extracellular space (ortholog); INTERACTS WITH bisphenol A; lead diacetate; 2-amino-2-deoxy-D-glucopyranose (ortholog)	7	7	7	q35	121792655	121918377	-	132832925	133023253	-	132756489	132897826	-	1580654;6480464;8554872			315263	A0A0G2K836;D3ZN23;M0RC95		AABR07058731;AABR07058732;AABR07058733;AABR07058734;AABR07058735;AAHX01052367;AAHX01052368;AAHX01052369;AAHX01052370;AAHX01052371;AAHX01052372;AAHX01052373;AAHX01052374;AAHX01052375;AAHX01052376;AAHX01052377;XM_008765879;XM_017603351		XP_008764101;XP_017458840		5077550	RH139820	LOC315263	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20;a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 20			APPROVED			protein-coding	ENSRNOG00000033397	MODEL	7	135125657	135291788	-	7	135465021	135630941	-
1310750	Adamts3	ADAM metallopeptidase with thrombospondin type 1, motif 3	ENCODES a protein that exhibits endopeptidase activity (ortholog); peptidase activity (ortholog); INVOLVED IN collagen biosynthetic process (ortholog); positive regulation of vascular endothelial growth factor signaling pathway (ortholog); protein processing (ortholog); ASSOCIATED WITH Prostatic Neoplasms (ortholog); Schizophrenia (ortholog); FOUND IN extracellular exosome (ortholog); extracellular space (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 6-propyl-2-thiouracil; bisphenol A	14	14	14	p22	17597010	17800450	+	19692864	19963098	+	19756887	19963451	+	1580655;1600115;6480464;8554872			305253	D4AD55		AABR07014534;AABR07014535;AABR07014536;AAHX01078431;AAHX01078432;AAHX01078433;AAHX01078434;AAHX01078435;AAHX01078436;AAHX01078437;CH474060;NM_001107212;XM_006250773;XM_006250774		EDL88541;EDL88542;NP_001100682;XP_006250835;XP_006250836	Rn.218557	33551	D14Mit6	LOC305253	A disintegrin and metalloproteinase with thrombospondin motifs 3;a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 3			APPROVED			protein-coding	ENSRNOG00000027463	PROVISIONAL	14	19772990	19979182	+	14	19866278	20072896	+
1565950	Adamts2	ADAM metallopeptidase with thrombospondin type 1 motif, 2	ENCODES a protein that exhibits peptidase activity (ortholog); INVOLVED IN collagen fibril organization (ortholog); lung development (ortholog); protein processing (ortholog); ASSOCIATED WITH Ehlers-Danlos Syndrome, Type VII, Autosomal Recessive (ortholog); Mesothelioma, Malignant (ortholog); Stroke (ortholog); FOUND IN extracellular space (ortholog); proteinaceous extracellular matrix (ortholog); INTERACTS WITH 6-propyl-2-thiouracil; benzo[a]pyrene; bis(2-ethylhexyl) phthalate	10		10	q22	34268635	34483095	+				36168655	36377640	+	1600115;6480464;7240710;1598738;1598407;8554872;9681739	15373769;22990015		287899	A0A0G2K3A9;D3ZTE7		AABR07029585;AABR07029586;AABR07029587;AABR07072101;AAHX01063784;AAHX01063785;AAHX01063786;AAHX01063787;AAHX01063788;AAHX01063789;AAHX01063790;AAHX01063791;AAHX01063792;AC115666;CH473948;NM_001137622;XM_008767677		EDM04279;NP_001131094;XP_008765899	Rn.86986	34318;5045016;7206228	Adamts2;D10Mgh10;RH130935	LOC287899;RGD1565950	A disintegrin and metalloproteinase with thrombospondin motifs 2;a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2;a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 2;similar to A disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 2			APPROVED			protein-coding	ENSRNOG00000061484	PROVISIONAL	10	35868666	36075088	+	10	36098051	36304416	+
1308359	Adamts19	ADAM metallopeptidase with thrombospondin type 1 motif, 19	ENCODES a protein that exhibits metalloendopeptidase activity (inferred); zinc ion binding (inferred); INVOLVED IN integrin-mediated signaling pathway (inferred); proteolysis (inferred); FOUND IN proteinaceous extracellular matrix (inferred); INTERACTS WITH 6-propyl-2-thiouracil; bisphenol A; copper atom	18	18	18	q12.1	50452348	50634623	+	54731987	54919282	+	54660288	54847297	+	1600115;6480464;8554872			361332	D4A2E7		AABR07072603;AAHX01095370;AAHX01095371;AAHX01095372;AAHX01095373;AAHX01095374;AAHX01095375;AC108645;AC109037;CH473971;NM_001108433;XM_006254755		EDM14525;NP_001101903;XP_006254817	Rn.218303	1635683;5084620	AA946478;D18Got103	LOC361332	A disintegrin and metalloproteinase with thrombospondin motifs 19;a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19;a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 19			APPROVED			protein-coding	ENSRNOG00000019577	PROVISIONAL	18	53154607	53337829	+	18	53915807	54099856	+
621242	Adamts4	ADAM metallopeptidase with thrombospondin type 1 motif, 4	ENCODES a protein that exhibits metallopeptidase activity; metalloendopeptidase activity (ortholog); protease binding (ortholog); INVOLVED IN tooth eruption; defense response to bacterium (ortholog); proteolysis (ortholog); ASSOCIATED WITH neurodegeneration; ASSOCIATED WITH Intervertebral Disc Degeneration; Ischemic Attack, Transient; Arthritis, Rheumatoid (ortholog); FOUND IN extracellular matrix (ortholog); extracellular space (ortholog); INTERACTS WITH 2-amino-2-deoxy-D-glucopyranose; 6-propyl-2-thiouracil; aldehydo-D-glucosamine	13	13	13	q24	83301254	83310782	+	87336962	87339836	+	87142442	87151783	+	619610;704367;1580654;1600115;1580655;6480464;8554872;10043106;9684848;10043115;10043110;9681747	10961658;11801682;16200461;16630594;22394620;22432033	16583222;19778785;20632367;21257285	66015	D4A0C5;Q9ESP7		AAHX01076670;AAHX01076671;AB042271;AB042272;AB042273;AC099236;CB614460;CH473985;NM_023959		BAB16473;BAB16474;BAB16475;EDL94619;NP_076449;Q9ESP7	Rn.64490				A disintegrin and metalloproteinase with thrombospondin motifs 4;ADAM-TS 4;ADAM-TS4;ADAMTS-4;Aggrecanase;a disintegrin and metallopeptidase with thrombospondin motifs 4;a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4;aggrecanase-1			APPROVED			protein-coding	ENSRNOG00000003538	VALIDATED	13	94249862	94259351	+	13	89622996	89632485	+
735196	Adamts5	ADAM metallopeptidase with thrombospondin type 1 motif, 5	ENCODES a protein that exhibits extracellular matrix binding (ortholog); heparin binding (ortholog); INVOLVED IN tooth eruption; defense response to bacterium (ortholog); ASSOCIATED WITH Intervertebral Disc Degeneration; Mucopolysaccharidosis VI; Osteoarthritis; FOUND IN extracellular space (ortholog); INTERACTS WITH 1,1,1-trichloro-2,2-bis(4-hydroxyphenyl)ethane; 3,3',4,4',5-pentachlorobiphenyl; 6-propyl-2-thiouracil	11	11	11	q11	24802423	24847800	-	25503379	25548845	-	25503380	25548851	-	1302830;1580654;1600115;6480464;8554872;10043107;10043102;10043104;10043109;1598407;10043103;10043113;9684848;10043115;10043110;10043101;10043105;10043106;10003165;2300093;10043108;8661231	11801682;11956193;16200461;17530714;18240210;18830934;20948465;22084394;22394620;22432033;22670655;22961118;23192728;23546441;23954517;23982761;24316289	12477932;16583222;20632367;21055467;24126801	304135	G3V673;Q6TY19		AAHX01068049;AC128255;AY382879;BC083615;CH473989;FQ228283;NM_198761		AAQ88212;EDM10632;NP_942056	Rn.107051				A disintegrin and metalloproteinase with thrombospondin motifs 5;a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2);a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)			APPROVED			protein-coding	ENSRNOG00000057794	PROVISIONAL	11	29035108	29080570	-	11	25411174	25456639	-
1307678	Adamts6	ADAM metallopeptidase with thrombospondin type 1 motif, 6	ENCODES a protein that exhibits metalloendopeptidase activity (inferred); peptidase activity (inferred); zinc ion binding (inferred); INVOLVED IN aorta development (ortholog); cardiac septum development (ortholog); coronary vasculature development (ortholog); FOUND IN proteinaceous extracellular matrix (inferred); INTERACTS WITH 3,4-methylenedioxymethamphetamine (ortholog); 8-bromo-3',5'-cyclic AMP (ortholog); aflatoxin B1 (ortholog)	2	2	2	q12	31397794	31599803	+	35133406	35352203	+	35213712	35434336	+	1600115;6480464;8554872			361886	D4A065;M0R4I8		AABR07007905;AABR07007906;AABR07007907;AABR07007908;AABR07007909;AABR07072699;AAHX01012664;AAHX01012665;AAHX01012666;AAHX01012667;AAHX01012668;AAHX01012669;AAHX01012670;AAHX01012671;CH473955;XM_008760707;XM_008760710;XM_017591186;XM_017591187;XM_017591188;XM_017593685		EDM10267;EDM10268;XP_008758929;XP_008758932;XP_017446675;XP_017446676;XP_017446677;XP_017449174		5053373;5054213;5063368;5085792	BI301712;BM392312;RH142611;RH143095	LOC361886	A disintegrin and metalloproteinase with thrombospondin motifs 6;a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6;a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 6			APPROVED			protein-coding	ENSRNOG00000012655	MODEL	2	53495958	53716434	+	2	34374142	34589676	+
1306713	Adamts7	ADAM metallopeptidase with thrombospondin type 1 motif, 7	ENCODES a protein that exhibits metalloendopeptidase activity (ortholog); metallopeptidase activity (ortholog); INVOLVED IN cellular response to BMP stimulus (ortholog); cellular response to interleukin-1 (ortholog); cellular response to tumor necrosis factor (ortholog); ASSOCIATED WITH Coronary Artery Disease (ortholog); Polycystic Ovary Syndrome (ortholog); FOUND IN cell surface (ortholog); extracellular space (ortholog); INTERACTS WITH 17alpha-ethynylestradiol; 2,3,7,8-tetrachlorodibenzodioxine; 2,4-dinitrotoluene	8	8	8	q31	90247876	90286673	+	95090544	95127512	+	95068562	95108273	+	1580654;1600115;6480464;8554872		16585064;19168437;21869572;22995515;23928557;25921940;26938210	315879	A0A140TAF3;Q1EHB3		AABR07071031;AAHX01056196;AAHX01056197;AY257482;AY327121;CH473954;NM_001047101;XM_006243523;XM_006243524;XM_006243525;XM_006243526;XM_006243527;XM_008766447;XM_017595671		AAP79641;AAQ94615;EDL77557;NP_001040566;Q1EHB3;XP_006243585;XP_006243586;XP_006243587;XP_006243588;XP_006243589;XP_008764669;XP_017451160	Rn.23850	5064502	AA956863	ADAM-TS 7;ADAM-TS7;ADAMTS-7;ADAMTS7B;LOC315879	A disintegrin and metalloproteinase with thrombospondin motifs 7;COMPase;a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7;a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 7			APPROVED			protein-coding	ENSRNOG00000028036	PROVISIONAL	8	97035311	97074371	+	8	97535777	97575661	+
1308511	Adamts8	ADAM metallopeptidase with thrombospondin type 1 motif, 8	ENCODES a protein that exhibits metalloendopeptidase activity (inferred); zinc ion binding (inferred); INVOLVED IN proteolysis (inferred); ASSOCIATED WITH Mobius Syndrome (ortholog); FOUND IN proteinaceous extracellular matrix (inferred); INTERACTS WITH 17beta-estradiol (ortholog); 5-aza-2'-deoxycytidine (ortholog); 8-bromo-3',5'-cyclic AMP (ortholog)	8	8	8	q13	30811122	30830962	+	30732857	30751947	+	30732584	30743809	+	1580655;1600115;6480464;8554872		21257285	300475	D4AAT1		AABR07069574;AAHX01053903;CH474007;XM_003750455;XM_003754395		EDL83320;XP_003750503;XP_003754443				LOC300475	A disintegrin and metalloproteinase with thrombospondin motifs 8;a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8;a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 8			APPROVED			protein-coding	ENSRNOG00000005574	MODEL	8	32044601	32064092	+	8	32017684	32037529	+
1306889	Adamts9	ADAM metallopeptidase with thrombospondin type 1 motif, 9	ENCODES a protein that exhibits endopeptidase activity (ortholog); metallopeptidase activity (ortholog); INVOLVED IN positive regulation of melanocyte differentiation (ortholog); proteolysis (ortholog); regulation of developmental pigmentation (ortholog); ASSOCIATED WITH Diabetes Mellitus, Type 2 (ortholog); FOUND IN cell surface (ortholog); extracellular space (ortholog); proteinaceous extracellular matrix (ortholog); INTERACTS WITH 17alpha-ethynylestradiol; 2,4-dinitrotoluene; 6-propyl-2-thiouracil	4	4	4	q34	114207098	114377105	-	127242243	127529307	-	126996604	127198909	-	1580655;1600115;6480464;8554872		19348733	312566	D3ZMB0		AABR07061438;AABR07061439;AABR07061440;AABR07061441;AAHX01031570;AAHX01031571;AAHX01031572;AAHX01031573;AAHX01031574;CH473957;DQ266368;NM_001107877;XM_006236915;XM_006236916;XM_008763126		EDL91394;NP_001101347;XP_006236977;XP_006236978;XP_008761348	Rn.162758	5025020;5032985;5038654;5059072;5062280;5082111;5500665	AW743315;BE106470;BE199318;BF387413;BF409636;RH136577;RH137206	LOC312566	A disintegrin and metalloproteinase with thrombospondin motifs 9;a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 9			APPROVED			protein-coding	ENSRNOG00000023257	PROVISIONAL	4	188409387	188604223	+	4	124660254	124860997	-
1305459	Adamtsl2	ADAMTS-like 2	ENCODES a protein that exhibits microfibril binding (ortholog); INVOLVED IN extracellular matrix organization (ortholog); lobar bronchus epithelium development (ortholog); negative regulation of transforming growth factor beta receptor signaling pathway (ortholog); ASSOCIATED WITH Acromicric Dysplasia (ortholog); Contracture (ortholog); Facies (ortholog); FOUND IN extracellular region (ortholog); proteinaceous extracellular matrix (ortholog); INTERACTS WITH bisphenol A; C60 fullerene; furan	3	3	3	p12	5202855	5232817	+	5974890	6004472	+	5976490	6004532	+	6480464;7240710;8554872			311827	D4A4X6		AABR07072843;AAHX01020530;AC126134;CH474001;XM_001078833;XM_231125		EDL93443;XP_001078833;XP_231125		5045588;5087016	BE107590;RH131264	LOC311827;RGD1305459	similar to KIAA0605 gene product			APPROVED			protein-coding	ENSRNOG00000027742	MODEL	3	10986871	11017273	+	3	5624473	5654890	+
1306439	Adamtsl1	ADAMTS-like 1	ENCODES a protein that exhibits metalloendopeptidase activity (inferred); peptidase activity (inferred); zinc ion binding (inferred); INVOLVED IN proteolysis (inferred); FOUND IN proteinaceous extracellular matrix (inferred); INTERACTS WITH 6-propyl-2-thiouracil; bisphenol A; antirheumatic drug (ortholog)	5	5	5	q31	98471336	99412967	+	104922036	105276337	+	105037301	105423414	+	1580654;1600115;1598407;6480464;8554872			362539	F1LWA1;F1M3T9		AABR07049080;AABR07049081;AABR07049082;AABR07049083;AABR07049084;AABR07049085;AABR07049086;AABR07049087;AABR07049088;AABR07049089;AABR07049090;AABR07049091;AABR07049092;AABR07049093;AABR07049094;AAHX01038133;AAHX01038134;AAHX01038135;AAHX01038136;AAHX01038137;AAHX01038138;AAHX01038139;AAHX01038140;AAHX01038141;AAHX01038142;AAHX01038143;AAHX01038144;AAHX01038145;AAHX01038146;AAHX01038147;AAHX01038148;AAHX01038149;AAHX01038150;AAHX01038151;AAHX01038152;AAHX01038153;AAHX01038154;AAHX01038155;AAHX01038156;AAHX01038157;AAHX01038158;AAHX01038159;AAHX01038160;AAHX01038161;AAHX01038162;AAHX01038163;AAHX01038164;AAHX01038165;XM_017593921;XM_017602897;XM_017602898;XM_017602899;XM_017602900;XM_017602901;XM_017602902		XP_017449410;XP_017458386;XP_017458387;XP_017458388;XP_017458389;XP_017458390;XP_017458391		43934;5031478;5499589	AU048191;At-8BJ-008;D5Got30	LOC362539	ADAMTS-like protein 1			APPROVED			protein-coding	ENSRNOG00000006956	MODEL	5	107788824	108739600	+	5	103789443	104753866	+
1305155	Adamtsl3	ADAMTS-like 3	ENCODES a protein that exhibits metallopeptidase activity (inferred); zinc ion binding (inferred); INVOLVED IN proteolysis (inferred); FOUND IN proteinaceous extracellular matrix (inferred); INTERACTS WITH 6-propyl-2-thiouracil; bisphenol A; aflatoxin B1 (ortholog)	1	1	1	q31	128337150	128639093	+	138630616	138955117	+	138563870	138876886	+	1600115;6480464;8554872			308787	D4ADD4		AABR07004473;AABR07004474;AABR07004475;AABR07004476;AABR07004477;AABR07004478;AABR07004479;AAHX01006602;AAHX01006603;AAHX01006604;AAHX01006605;AAHX01006606;AAHX01006607;AAHX01006608;AAHX01006609;AAHX01006610;AAHX01006611;AAHX01006612;AAHX01006613;AAHX01006614;AAHX01006615;AAHX01006616;CH473980;NM_001107533;XM_006229477;XM_017589168		EDM08724;EDM08725;NP_001101003;XP_006229539;XP_017444657	Rn.38679	1635902;40600;5049910;5082255	BE119039;D1Got386;D1Rat351;RH133752	LOC308787	ADAMTS-like protein 3			APPROVED			protein-coding	ENSRNOG00000010840	INFERRED	1	145170122	145490045	+	1	144238958	144561065	+
1561012	Adamtsl4	ADAMTS-like 4	ENCODES a protein that exhibits protease binding (ortholog); INVOLVED IN epithelial cell development (ortholog); extracellular matrix organization (ortholog); positive regulation of apoptotic process (ortholog); ASSOCIATED WITH Ectopia Lentis 2, Isolated, Autosomal Recessive (ortholog); Ectopia Lentis with Ectopia of Pupil (ortholog); FOUND IN extracellular space (ortholog); interstitial matrix (ortholog); proteinaceous extracellular matrix (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; buspirone; C60 fullerene	2			q34	175766222	175776877	-							737633;1600115;6480464;7240710;8554872	12477932	15489334	310670	Q4FZU4		AABR07012577;AAHX01018893;AAHX01018894;BC085819;BC099119;CH474015;NM_001034012;XM_008761307;XM_017590903;XM_017590904;XM_017590905;XM_017590906;XM_017590907;XM_017590908;XR_001836465		AAH99119;EDL85695;NP_001029184;Q4FZU4;XP_008759529;XP_017446392;XP_017446393;XP_017446394;XP_017446395;XP_017446396;XP_017446397	Rn.62115	5039724;5065586	BF412563;RH127870	MGC116260;Tsrc1	ADAMTS-like protein 4;ADAMTSL-4;thrombospondin repeat protein 1			APPROVED			protein-coding	ENSRNOG00000049385	PROVISIONAL	2	217293446	217305288	-	2	197803572	197815058	-
1305607	Adamtsl5	ADAMTS-like 5	ENCODES a protein that exhibits heparin binding (ortholog); INVOLVED IN proteolysis (inferred); FOUND IN extracellular region (ortholog); microfibril (ortholog); proteinaceous extracellular matrix (ortholog); INTERACTS WITH bisphenol A; diuron; 17alpha-ethynylestradiol (ortholog)	7	7	7	q11	7540043	7545236	+	10874856	10881378	+	10874586	10879783	+	1580654;1600115;6480464			314626	F1M9K2		AAHX01047499;AC120291;CH474029;FQ224249;NM_001108071;XM_006240915;XM_006240916;XM_006240917;XM_006240918;XM_006240919;XM_006240920		EDL89289;EDL89290;EDL89291;EDL89292;NP_001101541;XP_006240977;XP_006240978;XP_006240979;XP_006240980;XP_006240981;XP_006240982	Rn.13813	5062076	BE112763	LOC314626;Thsd6	ADAMTS-like protein 5;thrombospondin, type I domain containing 6			APPROVED			protein-coding	ENSRNOG00000033787	PROVISIONAL	7	12398544	12407177	+	7	12228706	12237382	+
708487	Adap2	ArfGAP with dual PH domains 2	ENCODES a protein that exhibits 1-phosphatidylinositol binding; phosphatidylinositol-3,4,5-trisphosphate binding; phosphatidylinositol-3,4-bisphosphate binding; INVOLVED IN heart development (ortholog); ASSOCIATED WITH Smith-Magenis Syndrome (ortholog); FOUND IN cytosol; mitochondrial envelope; cytoplasm (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 6-propyl-2-thiouracil; alpha-hexachlorocyclohexane	10	10	10	q25	64100093	64126867	+	68374072	68403895	+	68360450	68390279	+	1299471;1580655;1600115;6480464	12018390		56826	D3ZQG5;Q9JK15		AABR07030108;AABR07030109;AABR07030110;AAHX01065063;AAHX01065064;AAHX01065065;AAHX01065066;AAHX01065067;AJ238993;CH473948;FQ225344;NM_020101;XM_017597484		CAB88403;EDM05410;NP_064486;Q9JK15;XP_017452973	Rn.203877	1639492	D10Got406	Centa2;LOC56826;cnt-a2	Centaurin-alpha2 protein;arf-GAP with dual PH domain-containing protein 2;centaurin, alpha 2;centaurin-alpha-2			APPROVED			protein-coding	ENSRNOG00000037148	PROVISIONAL	10;10	67176542;67153666	67184303;67166063	+;+	10	67494851	67527582	+
71099	Adar	adenosine deaminase, RNA-specific	ENCODES a protein that exhibits double-stranded RNA adenosine deaminase activity (ortholog); poly(A) RNA binding (ortholog); INVOLVED IN adenosine to inosine editing (ortholog); base conversion or substitution editing (ortholog); cellular response to virus (ortholog); PARTICIPATES IN microRNA pathway; influenza A virus infection pathway; measles infection pathway; ASSOCIATED WITH Acute Lung Injury; Aicardi-Goutieres Syndrome (ortholog); Aicardi-Goutieres Syndrome 6 (ortholog); FOUND IN nuclear speck; nucleolus; cytoplasm (ortholog); INTERACTS WITH 2,4-dinitrotoluene; ammonium chloride; bisphenol A	2	2	2	q34	169097840	169118615	+	181885351	181906145	+	181935246	181956039	+	70797;70808;619610;1559268;1559269;1600115;1300254;1580654;6480464;6907045;7240710;8554872;9850105;10755332;10755331;1598407	11099415;12665561;12916015;14613934;18520702;22001383;7862132		81635	G3V8T3;P55266		AAHX01018610;AC128343;CH473976;FQ212262;FQ212270;FQ233433;NM_031006;U18942;XM_006232774;XM_006232775;XM_006232776;XM_006232777;XM_006232778		AAA65039;EDM00616;EDM00617;NP_112268;P55266;XP_006232836;XP_006232837;XP_006232838;XP_006232839;XP_006232840	Rn.10056	5029547;5065920;5506380	AA964848;AI710840;UniSTS:479064		DRADA;adenosine deaminase RNA-specific;double-stranded RNA-specific adenosine deaminase			APPROVED			protein-coding	ENSRNOG00000020744	PROVISIONAL	2	208468426	208506275	+	2	189045551	189085448	+
621519	Adarb2	adenosine deaminase, RNA-specific, B2	ENCODES a protein that exhibits poly(A) RNA binding (ortholog); INVOLVED IN mRNA processing (inferred); RNA processing (inferred); ASSOCIATED WITH Substance-Related Disorders (ortholog); FOUND IN nucleus (inferred); INTERACTS WITH bisphenol A; 2,3,7,8-tetrachlorodibenzodioxine (ortholog); 4,4'-diaminodiphenylmethane (ortholog)	17	17	17	q12.1	54538865	55080965	-	72691814	73248989	-	72680982	73238156	-	619610;632263;1580654;1580655;1600115;6480464;8554872	8943218		117088	A0A0G2K6N0;F1LSW5;P97616		AABR07028166;AABR07028167;AABR07028168;AABR07028169;AABR07028170;AABR07028171;AABR07028172;AAHX01091940;AAHX01091941;AAHX01091942;AAHX01091943;AAHX01091944;AAHX01091945;AAHX01091946;AAHX01091947;AAHX01091948;AAHX01091949;AAHX01091950;AAHX01091951;AAHX01091952;AAHX01091953;AAHX01091954;AAHX01091955;AAHX01091956;AAHX01091957;AAHX01091958;AAHX01091959;AAHX01091960;AAHX01091961;AAHX01091962;CH474097;NM_133302;U74586;XM_008771689;XM_017600442		AAB41862;EDL86441;NP_579836;P97616;XP_008769911;XP_017455931	Rn.10683	36211;37234;5030805;5031508;5062656;5082683	AU048093;BE120239;BF403708;BF416571;D17Rat34;D17Rat97	Adar3;Red2	RNA-dependent adenosine deaminase 3;RNA-editing deaminase 2;RNA-editing enzyme 2;adenosine deaminase 3, RNA dependent;double-stranded RNA-specific editase B2;dsRNA adenosine deaminase B2			APPROVED			protein-coding	ENSRNOG00000030775	PROVISIONAL	17	59899851	60449163	-	17	58098979	58653137	-
1591020	Adat1	adenosine deaminase, tRNA-specific 1	ENCODES a protein that exhibits RNA binding (ortholog); tRNA-specific adenosine deaminase activity (ortholog); INVOLVED IN tRNA processing (ortholog); ASSOCIATED WITH Prostatic Neoplasms (ortholog); INTERACTS WITH bisphenol A; (-)-epigallocatechin 3-gallate (ortholog); 2,3,7,8-tetrachlorodibenzodioxine (ortholog)	19		19	q12	39293603	39317329	-				41902820	41926545	-	6480464;8554872			690810	D4ADL5		AAHX01098448;AC117869;CH473972;NM_001109611;XM_006255634;XM_006255635;XM_006255636;XM_006255638;XM_008772535		EDL92599;NP_001103081;XP_006255696;XP_006255697;XP_006255698;XP_006255700;XP_008770757	Rn.214572	5065612	BF406024	LOC690810	similar to adenosine deaminase, tRNA-specific 1;tRNA-specific adenosine deaminase 1	2298478	Eau8	APPROVED			protein-coding	ENSRNOG00000019434	PROVISIONAL	19	54979589	55017852	-	19	44172496	44212147	-
2033	Adarb1	adenosine deaminase, RNA-specific, B1	ENCODES a protein that exhibits double-stranded RNA adenosine deaminase activity; double-stranded RNA binding; protein homodimerization activity; INVOLVED IN adenosine to inosine editing; base conversion or substitution editing; brain development; PARTICIPATES IN microRNA pathway; ASSOCIATED WITH Ischemic Attack, Transient; Obesity; Spinal Cord Injuries; FOUND IN nucleolus; nucleoplasm; cytoplasm (ortholog); INTERACTS WITH 2,3,4,7,8-Pentachlorodibenzofuran; 2,6-dinitrotoluene; 6-propyl-2-thiouracil	20	20	20	p12	12725154	12852814	+	11678671	11744168	+	11616718	11747294	+	70068;619610;631737;1358272;1358273;1300255;1600115;6480464;8554872;9850105;10450891;10059614;10450894;10450893;10755337;10755334;10755336;10755338;10450892;10755335;8553748	10331393;10836790;10894545;14612560;14660658;14759252;16472753;16504947;16682559;17567573;18534702;20372915;20456005;22001383;23275536;8559253	12810917;16440002;16956888;21620933;23139803;8889548;9450685	25367	A0A0G2JUX0;G3V649;P51400		AABR07044593;AABR07044594;AAHX01100104;AAHX01100105;AAHX01100106;AAHX01100107;BF388249;CB556744;CB576423;CB720085;CB801553;CH473988;CK840559;NM_001111055;NM_001111056;NM_001111057;NM_012894;U43534;U90444;XM_006256275;XM_006256276;XM_008772864;XM_017601551	TC208996	AAA96755;AAB58584;EDL97107;EDL97108;EDL97109;EDL97110;EDL97111;NP_001104525;NP_001104526;NP_001104527;NP_037026;P51400;XP_006256337;XP_006256338;XP_008771086;XP_017457040	Rn.172406;Rn.89675	45674;5045744;5052285;5059966;5087757;5504125	BF388249;D10Bwg0447e;D20Got9;MDB0447;RH131354;UniSTS:259034	Adar2;RED1	RNA editing deaminase of glutamate receptors;RNA-editing deaminase 1;RNA-editing enzyme 1;double stranded RNA specific deaminase RED1;double-stranded RNA-specific editase 1;dsRNA adenosine deaminase			APPROVED			protein-coding	ENSRNOG00000001227	REVIEWED	20	14137226	14264945	+	20	11972352	12101022	+
